layer,distance,elevation
_571a553a_2d52_49dd_b15b_845a9e671e13,231.504895920706,219.8046875
_571a553a_2d52_49dd_b15b_845a9e671e13,232.39356007094,219.8046875
_571a553a_2d52_49dd_b15b_845a9e671e13,233.282224221174,219.8046875
_571a553a_2d52_49dd_b15b_845a9e671e13,233.740782863104,219.8046875
_571a553a_2d52_49dd_b15b_845a9e671e13,234.629447013338,219.8046875
_571a553a_2d52_49dd_b15b_845a9e671e13,235.518111163572,219.75
_571a553a_2d52_49dd_b15b_845a9e671e13,235.976669805502,219.75
_571a553a_2d52_49dd_b15b_845a9e671e13,236.865333955736,219.75
_571a553a_2d52_49dd_b15b_845a9e671e13,237.75399810597,219.75
_571a553a_2d52_49dd_b15b_845a9e671e13,238.2125567479,219.75
_571a553a_2d52_49dd_b15b_845a9e671e13,239.101220898134,219.75
_571a553a_2d52_49dd_b15b_845a9e671e13,239.989885048368,219.75
_571a553a_2d52_49dd_b15b_845a9e671e13,240.448443690298,219.7421875
_571a553a_2d52_49dd_b15b_845a9e671e13,241.337107840533,219.69921875
_571a553a_2d52_49dd_b15b_845a9e671e13,242.225771990767,219.69921875
_571a553a_2d52_49dd_b15b_845a9e671e13,242.684330632697,219.69921875
_571a553a_2d52_49dd_b15b_845a9e671e13,243.572994782931,219.69921875
_571a553a_2d52_49dd_b15b_845a9e671e13,244.461658933165,219.69921875
_571a553a_2d52_49dd_b15b_845a9e671e13,244.920217575095,219.69921875
_571a553a_2d52_49dd_b15b_845a9e671e13,245.808881725329,219.6640625
_571a553a_2d52_49dd_b15b_845a9e671e13,246.697545875563,219.6640625
_571a553a_2d52_49dd_b15b_845a9e671e13,247.156104517493,219.6640625
_571a553a_2d52_49dd_b15b_845a9e671e13,248.044768667727,219.6640625
_571a553a_2d52_49dd_b15b_845a9e671e13,248.933432817961,219.6640625
_571a553a_2d52_49dd_b15b_845a9e671e13,249.391991459891,219.6640625
_571a553a_2d52_49dd_b15b_845a9e671e13,250.280655610125,219.6640625
_571a553a_2d52_49dd_b15b_845a9e671e13,250.739214252055,219.63671875
_571a553a_2d52_49dd_b15b_845a9e671e13,251.62787840229,219.6015625
_571a553a_2d52_49dd_b15b_845a9e671e13,252.516542552524,219.6015625
_571a553a_2d52_49dd_b15b_845a9e671e13,252.975101194454,219.6015625
_571a553a_2d52_49dd_b15b_845a9e671e13,253.863765344688,219.6015625
_571a553a_2d52_49dd_b15b_845a9e671e13,254.752429494922,219.6015625
_571a553a_2d52_49dd_b15b_845a9e671e13,255.210988136852,219.6015625
_571a553a_2d52_49dd_b15b_845a9e671e13,256.099652287086,219.6015625
_571a553a_2d52_49dd_b15b_845a9e671e13,256.98831643732,219.57421875
_571a553a_2d52_49dd_b15b_845a9e671e13,257.44687507925,219.57421875
_571a553a_2d52_49dd_b15b_845a9e671e13,258.335539229484,219.57421875
_571a553a_2d52_49dd_b15b_845a9e671e13,259.224203379718,219.57421875
_571a553a_2d52_49dd_b15b_845a9e671e13,259.682762021648,219.57421875
_571a553a_2d52_49dd_b15b_845a9e671e13,260.571426171882,219.57421875
_571a553a_2d52_49dd_b15b_845a9e671e13,261.460090322117,219.57421875
_571a553a_2d52_49dd_b15b_845a9e671e13,261.918648964047,219.54296875
_571a553a_2d52_49dd_b15b_845a9e671e13,262.807313114281,219.51953125
_571a553a_2d52_49dd_b15b_845a9e671e13,263.695977264515,219.51953125
_571a553a_2d52_49dd_b15b_845a9e671e13,264.154535906445,219.51953125
_571a553a_2d52_49dd_b15b_845a9e671e13,265.043200056679,219.51953125
